Blog	four	looking	second	here	music	until	example	want	how	series	re	service	project	tech	came	best	country	asked	much	life	things	had	has	right	old	people	sure	continue	support	time	team	sign	along	love	working	such	data	so	years	didn	internet	million	quite	open	future	san	say	take	drive	ways	going	where	up	screen	many	photos	technology	being	around	world	power	favorite	her	site	am	an	as	having	tv	th	case	large	small	past	hours	via	company	states	its	always	found	really	major	number	show	self	also	play	sometimes	set	see	available	last	whole	community	person	using	couple	d	by	anything	into	link	line	us	ago	try	video	let	great	makes	tools	next	process	high	doing	could	system	face	should	hope	move	means	stuff	email	co	ve	less	web	five	become	problem	all	told	thursday	word	work	after	then	them	they	another	do	away	com	easy	night	security	post	months	way	was	update	together	global	cost	change	live	car	can	heard	product	remember	still	not	now	year	space	shows	care	friend	than	online	only	between	comes	these	media	real	read	business	your	aren	start	lot	trying	since	month	very	family	put	takes	almost	help	actually	ask	american	off	mobile	latest	pretty	during	won	probably	both	else	lives	look	while	used	march	game	some	step	within	doesn	e	go	does	facebook	click	started	control	links	including	special	times	wikileaks	need	able	based	course	she	key	single	i	well	page	twitter	home	he	stay	friends	amp	updates	companies	likely	even	ever	never	call	tell	give	president	before	personal	better	weeks	went	side	content	isn	matter	seen	seem	don	m	stop	bad	decided	said	against	three	seven	if	make	left	just	human	yes	yet	deal	popular	down	digital	daily	did	run	making	may	man	maybe	talk	nbsp	group	interesting	living	thing	think	first	long	little	anyone	were	enough	get	morning	reading	across	mark	those	different	pay	same	running	money	again	important	u	public	search	two	share	needs	through	good	everyone	house	hard	idea	done	least	part	believe	most	find	please	understand	itself	spend	big	bit	google	often	back	giving	others	later	themselves	ll	day	announced	text	taking	value	helped	thought	add	like	works	buy	our	under	every	would	phone	must	me	my	keep	end	over	writing	each	got	free	wanted	days	already	top	too	took	talking	though	watch	full	news	conference	been	quickly	several	social	everything	head	donald	no	when	focus	cool	says	goes	water	today	thousands	trump	information	platform	happened	feature	name	turn	place	coming	given	white	any	ideas	state	review	outside	come	myself	someone	week	without	seems	blog	or	there	follow	woman	far	list	design	version	rather	short	might	health	feel	story	store	nothing	his	him	wrote	are	recently	question	fast	called	users	once	issues	app	use	few	women	something	united	six	instead	looks	related	out	york	their	which	who	why	view	stories	job	will	gets	point	book	know	because	getting	own	apps	made	whether	below	other
Google Operating System	0	0	0	7	1	0	7	1	0	0	1	0	0	0	0	1	0	0	3	1	1	2	15	1	4	6	1	0	2	2	0	1	0	0	0	1	0	6	0	0	1	0	0	2	0	0	0	0	1	1	1	0	4	4	3	6	0	0	0	1	0	2	0	3	0	10	9	0	3	1	0	0	0	0	0	2	0	0	5	1	4	0	0	0	2	0	7	3	2	0	4	2	1	0	1	0	4	0	0	10	0	2	2	0	1	0	3	3	0	1	1	4	4	0	3	0	0	1	0	0	1	1	0	0	1	0	4	2	3	0	2	0	5	0	0	0	0	3	3	7	4	3	1	0	2	1	2	2	1	1	1	14	0	0	1	0	3	2	0	19	0	2	1	5	8	14	2	0	18	0	0	5	1	12	3	0	2	0	0	1	0	14	2	1	3	0	2	1	1	0	0	0	0	1	1	0	0	2	7	2	2	0	1	0	2	0	0	3	5	0	0	0	6	0	1	3	0	6	0	0	8	2	0	1	4	3	0	0	1	1	1	0	0	0	0	10	0	10	0	4	0	0	0	0	2	0	0	2	0	1	0	0	0	0	1	0	1	0	0	0	3	0	0	0	1	4	1	1	0	1	1	1	0	1	12	2	2	3	0	0	0	0	0	5	2	0	3	0	0	1	0	0	0	10	0	3	1	0	1	3	5	0	0	3	2	14	0	0	0	0	3	9	1	3	0	1	1	1	0	1	52	0	3	1	0	2	1	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	103	1	5	0	2	2	0	7	0	1	4	0	3	0	0	7	17	2	0	1	0	1	0	3	1	1	2	0	1	1	0	4	0	1	1	0	0	1	0	0	0	1	0	2	1	0	2	2	0	0	0	0	0	6	17	0	1	0	0	1	1	0	0	1	0	0	10	2	5	3	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	23	8	0	1	0	7	1	1	0	0	0	0	0	0	2	0	0	0	0	11	2	3	0	3	3	0	1	5	3	1	1	2	0	0	0	3	12	7	0	4	12	1	3	1	0	0	8	1	3	0	3	2	0	1	1	0	1	3	9
Schneier on Security	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	5	2	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	2	0	2	0	0	0	0	0	3	1	0	0	0	0	1	2	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	6	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	4	1	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0
Celebslam	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10
Mashable	0	4	5	1	3	0	0	3	6	2	2	2	1	3	1	0	2	1	3	5	4	2	10	6	4	8	2	0	2	5	0	0	4	2	0	0	4	14	8	3	5	2	1	1	6	0	1	1	0	0	1	3	12	0	4	2	1	4	3	4	1	3	27	2	0	19	10	0	1	0	1	1	0	1	0	2	5	1	9	1	1	2	2	1	3	2	27	1	0	3	25	0	10	2	2	2	1	0	3	18	0	8	2	9	5	1	1	6	0	1	0	0	3	1	2	1	5	1	0	1	2	2	2	0	0	2	1	0	0	0	1	0	10	1	3	4	2	8	1	3	8	5	4	2	4	2	2	0	5	2	7	20	0	4	3	0	1	0	3	12	1	2	0	2	7	11	3	2	1	4	2	3	1	1	1	3	5	3	2	30	2	10	1	1	2	3	1	3	3	3	3	0	1	5	2	0	2	5	1	1	0	2	2	1	1	2	0	4	3	0	4	10	5	0	0	3	0	1	2	7	0	2	2	0	2	1	1	0	3	2	3	3	6	0	2	7	3	1	6	5	15	2	1	0	1	0	1	5	2	2	2	0	0	3	2	1	0	0	1	1	0	0	1	1	0	3	3	0	0	0	2	0	1	0	10	5	1	15	1	1	2	0	2	2	0	0	2	2	1	0	2	0	2	0	6	1	1	6	4	10	4	0	3	4	2	9	1	0	0	0	8	1	0	0	0	3	1	0	1	2	0	5	3	2	3	7	3	3	0	0	0	2	0	0	8	0	0	0	1	1	4	1	6	1	7	0	0	0	0	4	5	6	3	2	0	0	1	0	15	1	0	4	1	3	5	0	1	0	2	1	1	2	0	3	0	8	0	3	1	2	3	0	0	0	5	4	5	1	4	1	1	3	1	2	2	1	10	0	0	1	0	1	2	0	8	5	0	1	3	0	2	0	1	2	3	3	0	1	0	0	1	0	0	1	3	0	0	5	7	0	2	1	1	0	1	0	1	3	3	0	2	0	1	8	1	0	16	3	0	0	1	0	1	1	4	4	4	16	0	0	0	2	4	1	10	2	16	13	6	3	0	1	1	12	2	1	1	4	5	1	3	2	3	0	0	7
WIRED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	10	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	3	0	0	0
TechCrunch	0	0	2	2	0	0	0	1	7	5	2	7	0	0	0	0	0	0	0	0	1	1	6	0	0	0	1	0	2	2	0	0	0	0	0	0	6	4	0	0	0	8	0	0	0	2	0	0	5	0	0	0	5	0	4	0	0	0	1	0	4	0	0	0	0	5	6	0	0	1	0	0	1	0	0	0	6	0	16	3	0	0	1	2	1	0	1	0	0	0	0	1	2	1	0	0	2	1	0	3	0	2	1	0	0	0	0	1	1	0	4	3	4	1	3	1	2	1	0	0	0	3	0	0	3	0	1	1	2	0	1	0	3	0	0	0	1	0	0	1	7	2	1	1	0	2	0	1	1	0	1	1	0	1	0	1	0	0	0	5	0	1	0	1	1	7	0	0	0	0	0	2	2	0	1	0	5	3	1	20	3	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	2	0	1	1	2	0	0	1	1	0	1	0	3	1	1	0	0	0	0	6	1	1	0	1	1	0	1	1	1	0	0	4	0	0	1	4	0	2	3	0	2	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	0	1	0	0	1	0	0	2	1	0	2	0	0	1	1	0	1	1	2	0	1	2	0	0	0	0	20	1	0	0	0	0	4	0	0	0	1	1	1	1	1	1	2	1	1	0	0	0	0	1	0	0	2	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	1	24	0	1	0	0	0	0	0	0	7	0	0	0	1	0	3	4	0	0	0	1	0	2	0	0	1	1	0	0	1	0	0	0	6	0	0	2	0	1	1	0	0	1	1	3	2	1	0	0	2	0	0	0	1	2	1	0	1	0	0	9	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	4	1	0	0	0	0	0	1	1	0	3	1	1	9	0	0	0	1	11	1	0	2	3	0	0	0	0	0	2	0	0	0	0	6	8	0	0	0	0	0	2	0	0	0	0	1	1	1	0	1	0	0	2
Gizmodo	2	0	1	3	0	0	0	1	2	0	0	0	0	1	0	3	0	0	3	2	4	0	6	1	1	1	2	0	0	2	0	1	0	1	0	0	2	4	3	0	0	0	0	0	0	0	0	3	1	0	3	1	4	0	1	0	0	1	1	5	0	2	2	0	0	3	2	2	0	1	0	0	0	0	0	0	2	1	5	1	1	0	1	0	2	0	3	0	1	0	0	0	1	0	0	1	0	1	3	1	0	1	0	0	4	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	4	0	0	0	1	0	2	1	3	0	0	3	1	0	5	0	0	0	0	1	0	0	0	0	1	3	1	0	1	0	2	2	0	5	0	0	0	1	0	3	2	2	0	0	0	3	0	1	0	1	4	1	2	26	0	10	0	0	2	0	2	0	0	2	0	0	1	3	1	0	0	3	0	0	0	0	0	0	0	1	1	0	3	1	0	6	5	1	0	2	0	1	0	2	0	1	0	0	2	0	0	2	0	0	0	0	0	0	1	5	2	0	0	1	4	0	0	0	0	1	1	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	2	1	0	8	0	0	0	1	2	2	0	0	3	1	0	2	3	0	0	0	0	0	0	0	0	3	2	2	0	0	1	3	1	0	0	2	4	2	0	0	0	0	0	0	0	0	0	1	1	1	2	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	4	1	1	1	0	1	0	1	0	0	0	0	1	1	4	1	0	1	0	2	1	0	0	0	3	2	0	2	0	0	1	0	0	0	0	1	0	3	0	0	0	1	0	0	2	0	0	0	1	2	0	0	4	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	3	0	1	0	4	3	1	0	1	1	1	0	0	0	1	3	0	1	1	0	2	0	0	6	0	0	1	0	0	0	0	0	2	1	1	0	1	0	0	2	0	3	0	4	2	2	0	0	0	0	3	0	0	1	1	1	0	0	0	0	0	0	1
Quick Online Tips	0	0	0	3	0	0	1	2	13	0	0	1	0	10	1	4	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2	0	1	5	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	2	0	0	1	0	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	11	0	0	0	0	0	0	1	1	0	2	0	9	2	0	2	1	0	4	2	0	0	0	0	1	0	0	2	0	0	0	0	3	3	1	0	0	0	0	0	11	2	0	0	0	1	0	13	0	10	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	2	2	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	5	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	2	1	0	1	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	5	0	0	0	1	0	10	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	1	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	10	1	0	1	5	0	1	1	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0
Oilman	0	0	0	0	0	0	0	1	3	0	2	0	0	0	0	0	0	0	3	1	0	2	2	0	1	4	0	0	0	1	0	0	0	2	0	0	0	4	1	0	0	0	2	0	0	0	0	1	0	0	0	0	4	0	2	0	0	1	1	0	0	0	0	2	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	1	0	1	0	1	0	0	1	3	0	1	0	0	0	1	2	0	5	0	1	0	0	0	1	1	0	1	0	2	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	2	2	1	1	0	0	0	0	1	0	0	1	1	0	0	0	2	3	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	0	2	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	24	2	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	0	3	0	4	1	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	2	1	0	1	0	1	2	0	1	5	6	0	0	1	1	0	0	0	1	2	2	0	4	0	0	0	0	0	1	0	2	0	1	0	1	1	0	1	1	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	0	2	2	2	0	1	0	1	0	0	1	0	0	2	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	1	0	2	0	1	1	0	0	0	1	0
TMZ.com	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	3	5	0	3	1	1	0	1	1	1	0	0	5	0	0	0	0	2	2	0	3	0	1	1	2	0	0	0	0	0	0	3	0	0	0	0	2	1	0	0	0	8	0	1	2	4	2	0	0	2	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	2	0	0	2	0	0	1	4	0	2	0	0	2	1	0	6	0	1	0	0	0	1	0	1	0	0	2	2	0	0	0	0	0	0	4	0	0	0	0	0	2	3	1	0	0	4	0	0	2	2	1	0	0	0	1	0	1	0	0	16	0	0	0	1	0	0	4	1	0	0	0	1	8	1	4	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	4	0	0	5	0	0	0	3	14	1	1	0	0	0	0	0	0	0	3	3	0	0	0	0	0	1	1	0	0	1	0	0	0	0	2	1	0	0	0	1	0	0	2	0	1	5	1	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	2	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	1	4	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	4	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	3	2	4	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
Seth Godin's Blog on marketing, tribes and respect	1	0	0	0	0	1	0	2	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	1	0	0	0	5	0	0	1	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	1	0	2	0	2	0	0	1	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	1	0	0	0	0	2	1	0	0	0	2	0	0	0	4	0	0	2	0	1	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	2	0	0	0	1	0	2	0	2	0	3	1	0	0	0	0	0	2
